cut_id,ae_spindle__length,ae_spindle__kurtosis,ae_table__length,ae_table__kurtosis,vib_spindle__length,vib_spindle__kurtosis,vib_table__length,vib_table__kurtosis,smcdc__length,smcdc__kurtosis,smcac__length,smcac__kurtosis,cut_no,case,tool_class
0_40,1024.0,0.7771150216720741,1024.0,0.674109839933168,1024.0,-0.13853450706408488,1024.0,1.5530719412218907,1024.0,-0.1504875399610719,1024.0,-1.3053558712614781,0,1,0
0_41,1024.0,0.886146094944086,1024.0,0.8903012939491841,1024.0,-0.1859904080675312,1024.0,1.5917309047679788,1024.0,-0.13604397054313422,1024.0,-1.3101707320055405,0,1,0
0_42,1024.0,1.073945347983062,1024.0,0.886963172022857,1024.0,-0.15403302367285843,1024.0,1.6335618850220595,1024.0,-0.11543592721385298,1024.0,-1.309527462456069,0,1,0
0_43,1024.0,1.230817357711767,1024.0,0.8014271307519891,1024.0,-0.14079356664853426,1024.0,1.7406892635469813,1024.0,-0.09798471790618324,1024.0,-1.3062474811620426,0,1,0
0_44,1024.0,1.2815877663713993,1024.0,0.93568958408683,1024.0,-0.13769351586244305,1024.0,1.7881446953810753,1024.0,-0.0778452125035316,1024.0,-1.309388656376918,0,1,0
0_45,1024.0,1.193193530606706,1024.0,0.8904670439537008,1024.0,-0.15790777978759474,1024.0,1.8465816310009906,1024.0,-0.12692477217118947,1024.0,-1.2999812737389937,0,1,0
0_46,1024.0,1.125571734604458,1024.0,0.8797397030845784,1024.0,-0.1252343938220455,1024.0,1.8890690067254337,1024.0,-0.09886101931267,1024.0,-1.3098931466421166,0,1,0
0_47,1024.0,1.125893486724535,1024.0,0.8567563731052519,1024.0,-0.13962236009565032,1024.0,1.9001968557012656,1024.0,-0.10371187804396076,1024.0,-1.2941340003170991,0,1,0
0_48,1024.0,1.0813465153133208,1024.0,0.8904273456414877,1024.0,-0.1422802262555236,1024.0,1.9223777337758081,1024.0,-0.07489752129907634,1024.0,-1.3089372122157157,0,1,0
0_49,1024.0,0.8761874457737324,1024.0,1.0432924613443744,1024.0,-0.14207853904876444,1024.0,2.0113865863713247,1024.0,-0.04796213872124033,1024.0,-1.2927234574413526,0,1,0
0_5,1024.0,0.3935848585478081,1024.0,1.528915489378182,1024.0,-0.013443800810721829,1024.0,2.2255456490636982,1024.0,-0.039251412586642775,1024.0,-1.259441169769014,0,1,0
0_50,1024.0,0.9443087045886434,1024.0,1.0909143516447664,1024.0,-0.1264468386426838,1024.0,1.976225156013009,1024.0,0.004862970941647671,1024.0,-1.302025137346898,0,1,0
0_51,1024.0,1.1512340225614128,1024.0,0.8461291681441478,1024.0,-0.13458954562314585,1024.0,1.9973426750049947,1024.0,-0.08224717190942199,1024.0,-1.28921675575177,0,1,0
0_52,1024.0,1.285712439634965,1024.0,0.9656845149852753,1024.0,-0.12714085728304747,1024.0,1.9350254929219792,1024.0,-0.06582166947532953,1024.0,-1.2932520213609007,0,1,0
0_53,1024.0,1.16104648498969,1024.0,0.8837757395513464,1024.0,-0.10854265860004553,1024.0,1.9521102489466289,1024.0,-0.08775206827876936,1024.0,-1.291731258579727,0,1,0
0_54,1024.0,1.063092355204132,1024.0,0.9360222612985862,1024.0,-0.08764951575572377,1024.0,1.945652223938966,1024.0,-0.07124258165524955,1024.0,-1.280394816535304,0,1,0
0_6,1024.0,0.36035659571945144,1024.0,1.6389259386896544,1024.0,-0.0024865204648043537,1024.0,2.2352260865156115,1024.0,-0.03645978429445851,1024.0,-1.2674041442628532,0,1,0
0_7,1024.0,0.34140775453179906,1024.0,1.6598207505492457,1024.0,0.011260923267101042,1024.0,2.263840850418611,1024.0,-0.0300496186366499,1024.0,-1.2649502731690208,0,1,0
0_8,1024.0,0.38157817929115234,1024.0,1.742919674037017,1024.0,-0.012767094730644857,1024.0,2.2743294258457807,1024.0,-0.05021969014829919,1024.0,-1.27420011261262,0,1,0
0_9,1024.0,0.3974642551895604,1024.0,0.7428479143910232,1024.0,-0.007522995438357771,1024.0,2.221778117152555,1024.0,-0.05688995015689802,1024.0,-1.2660344669605639,0,1,0
100_0,1024.0,-0.3697590123445771,1024.0,-0.09328553890906122,1024.0,0.47859992655229977,1024.0,-0.9293379088300169,1024.0,-1.3698309318505728,1024.0,-1.3767855851138517,100,12,1
100_1,1024.0,-0.33618411162770867,1024.0,-0.10365869735919464,1024.0,0.5292643033749633,1024.0,-0.9374030341379553,1024.0,-1.381586181877872,1024.0,-1.373719873994503,100,12,1
100_10,1024.0,-0.45118602851085754,1024.0,-0.13154431155731627,1024.0,0.4045305917569535,1024.0,-1.051866113366636,1024.0,-1.376125377709803,1024.0,-1.3675230619228418,100,12,1
100_11,1024.0,-0.38981450638934856,1024.0,-0.08574877675736525,1024.0,0.43579889336023125,1024.0,-1.0290111018290675,1024.0,-1.4066384791106734,1024.0,-1.3593751544605894,100,12,1
100_12,1024.0,-0.3559568531982964,1024.0,-0.10450566087444813,1024.0,0.30996847851617915,1024.0,-1.0341484709316484,1024.0,-1.410869227774317,1024.0,-1.3731678146681858,100,12,1
100_13,1024.0,-0.36858531458706434,1024.0,-0.16977328806667158,1024.0,0.3974915476592136,1024.0,-0.9670715655259481,1024.0,-1.39563573420207,1024.0,-1.3677680111308346,100,12,1
100_14,1024.0,-0.3837632239519757,1024.0,-0.20848440043040162,1024.0,0.4056296643764168,1024.0,-0.9622888333852804,1024.0,-1.3766384375240766,1024.0,-1.3669230785510176,100,12,1
100_15,1024.0,-0.3233208870577404,1024.0,-0.28855460615055195,1024.0,0.5560400059456905,1024.0,-0.9481735119535428,1024.0,-1.3745384144953787,1024.0,-1.366372444871647,100,12,1
100_16,1024.0,-0.1817042241693838,1024.0,-0.2831961174469435,1024.0,0.5341396640882352,1024.0,-0.9748605905159851,1024.0,-1.4003832306463124,1024.0,-1.3594809716657523,100,12,1
100_17,1024.0,-0.20305717318904914,1024.0,-0.29629610582730104,1024.0,0.50168574919195,1024.0,-0.962617229121812,1024.0,-1.40598395960824,1024.0,-1.3704063150475465,100,12,1
100_18,1024.0,-0.12342718881068349,1024.0,-0.2963953210685255,1024.0,0.4560330967628241,1024.0,-0.9602428873394677,1024.0,-1.3839169050346978,1024.0,-1.371675341736109,100,12,1
100_19,1024.0,-0.1604008445958396,1024.0,-0.3363558303047798,1024.0,0.36708943438980457,1024.0,-0.9035762524152036,1024.0,-1.367834655139068,1024.0,-1.3650671543616337,100,12,1
100_2,1024.0,-0.337309018229202,1024.0,-0.09404368188261136,1024.0,0.4529485069180099,1024.0,-0.9614803032239769,1024.0,-1.4035253455063441,1024.0,-1.376913748918654,100,12,1
100_20,1024.0,-0.1819506170231051,1024.0,-0.18322005548782894,1024.0,0.3471783386059939,1024.0,-0.904219411055339,1024.0,-1.3743597907963243,1024.0,-1.3748091508179463,100,12,1
100_21,1024.0,-0.21424974746459347,1024.0,-0.22857197829128317,1024.0,0.32630983800714963,1024.0,-0.8985007786105892,1024.0,-1.382628605789136,1024.0,-1.3693243279295213,100,12,1
100_22,1024.0,0.045488586620598515,1024.0,-0.19941342172149712,1024.0,0.35287855366639187,1024.0,-0.9197722653450517,1024.0,-1.3804063970881282,1024.0,-1.3727156529934803,100,12,1
100_23,1024.0,0.0017233615437071137,1024.0,-0.3479345886836547,1024.0,0.45260883884185166,1024.0,-0.9163256418535655,1024.0,-1.3495397746185198,1024.0,-1.3752567730517784,100,12,1
100_24,1024.0,-0.08261197043908819,1024.0,-0.3091990319605138,1024.0,0.3626495224610835,1024.0,-0.9309472945451716,1024.0,-1.359134308948174,1024.0,-1.3691645927642675,100,12,1
100_25,1024.0,-0.10767672595888644,1024.0,-0.32063468178337207,1024.0,0.3698567200550831,1024.0,-0.9204866689142532,1024.0,-1.3744745645129597,1024.0,-1.384519849610579,100,12,1
100_26,1024.0,-0.16753451869376734,1024.0,-0.14643454167177206,1024.0,0.30645028569576827,1024.0,-0.928981188864118,1024.0,-1.3918248075746968,1024.0,-1.3776058209789253,100,12,1
100_27,1024.0,-0.23763314176981343,1024.0,-0.18137790939614495,1024.0,0.20886424167803463,1024.0,-0.9461682761073611,1024.0,-1.3649695776143653,1024.0,-1.3749851222987095,100,12,1
100_28,1024.0,-0.3133329335245221,1024.0,-0.14389041196821983,1024.0,0.2501340034869921,1024.0,-0.9588078737188357,1024.0,-1.3341466762496201,1024.0,-1.374267030476609,100,12,1
100_29,1024.0,-0.1932378367581764,1024.0,-0.153768409080687,1024.0,0.2466198242647284,1024.0,-0.9567818332548117,1024.0,-1.3427476705241106,1024.0,-1.3668343621295498,100,12,1
100_3,1024.0,-0.35739549928982495,1024.0,-0.06759370363804784,1024.0,0.4694908226960557,1024.0,-0.9812716353010638,1024.0,-1.409727840208776,1024.0,-1.3744513416607098,100,12,1
100_30,1024.0,-0.24970864415202998,1024.0,-0.09194604968288234,1024.0,0.4761748943319297,1024.0,-0.9562034491845748,1024.0,-1.3606568701255928,1024.0,-1.3722827383642915,100,12,1
100_31,1024.0,-0.27190232457435526,1024.0,-0.01029642621786131,1024.0,0.4390074837029663,1024.0,-0.9467058362273582,1024.0,-1.3659938258148006,1024.0,-1.3735223548021551,100,12,1
100_32,1024.0,-0.29134095034816276,1024.0,-0.012697325366724854,1024.0,0.5845533650043091,1024.0,-0.9388663597613234,1024.0,-1.344617718146489,1024.0,-1.3724927769000168,100,12,1
100_33,1024.0,-0.35650205053002537,1024.0,0.005904035132150209,1024.0,0.6026976271715245,1024.0,-0.9278093575243558,1024.0,-1.3357634170130135,1024.0,-1.3786119733109385,100,12,1
100_34,1024.0,-0.43535053154831793,1024.0,0.062327966708102256,1024.0,0.6974054329817707,1024.0,-0.928135022292353,1024.0,-1.3482534602907057,1024.0,-1.3687912497171055,100,12,1
100_35,1024.0,-0.4303242107402685,1024.0,0.11882301229541303,1024.0,0.786372026654484,1024.0,-0.9409865696577655,1024.0,-1.3794666387490782,1024.0,-1.3755699910654542,100,12,1
100_36,1024.0,-0.41764523352212235,1024.0,0.03901884944999878,1024.0,0.7957979617729638,1024.0,-0.9326697916521911,1024.0,-1.3410451161744912,1024.0,-1.3759304402236348,100,12,1
100_37,1024.0,-0.45746196095949676,1024.0,0.129506509046307,1024.0,0.8383217320198377,1024.0,-0.9052609066170083,1024.0,-1.324789264941035,1024.0,-1.369307985455821,100,12,1
100_38,1024.0,-0.5643507766611089,1024.0,0.1818676392334453,1024.0,1.1234213207073314,1024.0,-0.8705736261515606,1024.0,-1.3181038237504228,1024.0,-1.3755425040210554,100,12,1
100_39,1024.0,-0.624358317336005,1024.0,0.19996433645775946,1024.0,0.9217492397348086,1024.0,-0.8758226671713114,1024.0,-1.3258507618234219,1024.0,-1.3722839245126897,100,12,1
100_4,1024.0,-0.38637719313157115,1024.0,-0.12215309909732452,1024.0,0.39236329753121035,1024.0,-1.0012512326717484,1024.0,-1.4034949857992007,1024.0,-1.3723886139613455,100,12,1
100_40,1024.0,-0.638668820657303,1024.0,0.21585371810083087,1024.0,1.0335859087135848,1024.0,-0.8294396982432284,1024.0,-1.3226898724120455,1024.0,-1.37231719344578,100,12,1
100_41,1024.0,-0.4101179216069992,1024.0,0.32848990184993676,1024.0,1.1166795768047573,1024.0,-0.8399531052709084,1024.0,-1.2982610605216915,1024.0,-1.3656174809399946,100,12,1
100_42,1024.0,-0.35476280516263303,1024.0,0.19569689190165285,1024.0,1.1497497327579724,1024.0,-0.796965006884296,1024.0,-1.2849684683134732,1024.0,-1.3660001798883272,100,12,1
100_43,1024.0,-0.29771312416848694,1024.0,0.3000602435158388,1024.0,1.2522729651298086,1024.0,-0.7884839058996893,1024.0,-1.2974304420585459,1024.0,-1.3726240255415327,100,12,1
100_44,1024.0,-0.24988175175773764,1024.0,0.31822997793363506,1024.0,1.270816784329332,1024.0,-0.7616503349298416,1024.0,-1.2942392078790794,1024.0,-1.3736785440269723,100,12,1
100_45,1024.0,-0.3314110461890891,1024.0,0.3963841361864149,1024.0,1.217207521774454,1024.0,-0.755357359498269,1024.0,-1.2941894565280023,1024.0,-1.3711311459491022,100,12,1
100_46,1024.0,-0.31326530750574566,1024.0,0.3476145144391727,1024.0,1.0211239619389838,1024.0,-0.7410768587729328,1024.0,-1.2972091199777163,1024.0,-1.368518014936325,100,12,1
100_47,1024.0,-0.3527696673102194,1024.0,0.19038904176323923,1024.0,0.8940102684427664,1024.0,-0.7352697254263969,1024.0,-1.330550846686599,1024.0,-1.3693329458630894,100,12,1
100_48,1024.0,-0.361344229834605,1024.0,0.3201965939781286,1024.0,0.7127338489612014,1024.0,-0.6936639292330784,1024.0,-1.3643533745925929,1024.0,-1.361195095912621,100,12,1
100_49,1024.0,-0.3578910084495037,1024.0,0.3845810150865949,1024.0,0.6580947213895043,1024.0,-0.6837715091320815,1024.0,-1.3589291302761977,1024.0,-1.3580972430202056,100,12,1
100_5,1024.0,-0.43017617899958527,1024.0,-0.1393596207104082,1024.0,0.3587815905298135,1024.0,-1.0042716428741234,1024.0,-1.3799073200153316,1024.0,-1.3745942515360876,100,12,1
100_50,1024.0,-0.384914002213379,1024.0,0.21374426669643798,1024.0,0.575516855001363,1024.0,-0.6652840937338174,1024.0,-1.3647552962715543,1024.0,-1.3643460749668372,100,12,1
100_6,1024.0,-0.4351403794685176,1024.0,-0.17814984517401333,1024.0,0.3479225289168335,1024.0,-1.0281229683779067,1024.0,-1.408877700593491,1024.0,-1.372798250554937,100,12,1
100_7,1024.0,-0.4075257075789467,1024.0,-0.04785601171129361,1024.0,0.4559742535671387,1024.0,-1.0364464558661655,1024.0,-1.4127924526555913,1024.0,-1.3794773836772958,100,12,1
100_8,1024.0,-0.3865281501529618,1024.0,-0.12350774108870333,1024.0,0.3792089875118845,1024.0,-1.0579277128480304,1024.0,-1.408571876975179,1024.0,-1.3730035894922505,100,12,1
100_9,1024.0,-0.4523886810206825,1024.0,-0.1262635512084005,1024.0,0.40084219860286385,1024.0,-1.0319489018597328,1024.0,-1.3921307984367062,1024.0,-1.370058416267119,100,12,1
101_0,1024.0,0.40512815386984746,1024.0,0.15346533753363634,1024.0,2.5843561779103528,1024.0,-1.0203381371150724,1024.0,-1.3123669380780174,1024.0,-1.3777720332681962,101,12,1
101_1,1024.0,0.4510648254145142,1024.0,0.09719233273517647,1024.0,2.665849465965408,1024.0,-1.0289988151566472,1024.0,-1.333953800258581,1024.0,-1.3782331207864285,101,12,1
101_10,1024.0,1.0535637869917691,1024.0,0.023562689873267484,1024.0,2.7229886082186185,1024.0,-0.946753984839928,1024.0,-1.376401721047127,1024.0,-1.3838007710052804,101,12,1
101_11,1024.0,0.9277797556991363,1024.0,0.045485771394101704,1024.0,2.702471342500959,1024.0,-0.9595917714215392,1024.0,-1.3613465822270778,1024.0,-1.3803829288587028,101,12,1
101_12,1024.0,0.9897912127728787,1024.0,0.047544200201717235,1024.0,2.6256317862186735,1024.0,-0.938521973029987,1024.0,-1.3465750778131997,1024.0,-1.378785668927874,101,12,1
101_13,1024.0,1.7122254227624163,1024.0,0.013028463475324159,1024.0,2.7368340726113916,1024.0,-0.9385219327387828,1024.0,-1.3521039793643743,1024.0,-1.3828099184800036,101,12,1
101_14,1024.0,1.6558365073374874,1024.0,0.019275073941901866,1024.0,0.8864339014258595,1024.0,-0.9554098925163395,1024.0,-1.3538122647629551,1024.0,-1.3773442722778713,101,12,1
101_15,1024.0,1.5608248868609502,1024.0,0.010209930651853494,1024.0,0.5023026978904448,1024.0,-0.9574208604006662,1024.0,-1.348750868739725,1024.0,-1.3839086082281995,101,12,1
101_16,1024.0,1.4581459059705217,1024.0,0.08072025523992865,1024.0,0.40760312369915797,1024.0,-0.9407223964732223,1024.0,-1.3495918675045184,1024.0,-1.3842561838314347,101,12,1
101_17,1024.0,1.3697019104582067,1024.0,0.08305706720802952,1024.0,0.20593331098842205,1024.0,-0.9342906262227846,1024.0,-1.3424996625057761,1024.0,-1.3828817324108933,101,12,1
101_18,1024.0,1.3634872766724584,1024.0,0.11516466825132987,1024.0,0.22153663448879568,1024.0,-0.8925467322974474,1024.0,-1.3095494532946668,1024.0,-1.3869933667215228,101,12,1
101_19,1024.0,1.4269831830920054,1024.0,0.11485115448463423,1024.0,0.25849077381700036,1024.0,-0.8776144324919621,1024.0,-1.3198127648377609,1024.0,-1.384218749144906,101,12,1
101_2,1024.0,0.5345164887461054,1024.0,0.03393170656990341,1024.0,2.5882956276108438,1024.0,-1.0237654841363362,1024.0,-1.3152952033983683,1024.0,-1.3673161884003662,101,12,1
101_20,1024.0,1.3735052676539992,1024.0,0.09486731446518704,1024.0,0.18747116895918303,1024.0,-0.8649867303234253,1024.0,-1.3300091908934044,1024.0,-1.3844825296876682,101,12,1
101_21,1024.0,1.2009070034582079,1024.0,0.088888477182818,1024.0,0.09900673754455269,1024.0,-0.8357369952962834,1024.0,-1.340498291708558,1024.0,-1.38774083649921,101,12,1
101_22,1024.0,0.9958077248607813,1024.0,0.0626927185540298,1024.0,0.2729328091765941,1024.0,-0.8244808645213015,1024.0,-1.3460895418377652,1024.0,-1.3711434792694546,101,12,1
101_23,1024.0,0.9231190513034759,1024.0,-0.020199487252616777,1024.0,0.2459572192264261,1024.0,-0.8329741583471186,1024.0,-1.3505460499682267,1024.0,-1.3728607959534511,101,12,1
101_24,1024.0,0.6862568038716046,1024.0,0.018459047530059003,1024.0,0.20757643105488732,1024.0,-0.824078103682186,1024.0,-1.358518053157034,1024.0,-1.3680411353681976,101,12,1
101_25,1024.0,0.546188206890768,1024.0,0.04588710035014021,1024.0,0.23328553189168888,1024.0,-0.8430864163417566,1024.0,-1.3519944427735513,1024.0,-1.369213906092379,101,12,1
101_26,1024.0,0.5269436745237543,1024.0,0.04302277769494767,1024.0,0.20585384628041803,1024.0,-0.8362848830685627,1024.0,-1.36149100392202,1024.0,-1.371718318635209,101,12,1
101_27,1024.0,0.5332719454036647,1024.0,0.07227402384338033,1024.0,0.2646917281613361,1024.0,-0.8389966803599958,1024.0,-1.3656029506101746,1024.0,-1.3645654327635452,101,12,1
101_28,1024.0,0.4689778081287068,1024.0,0.05002732355934514,1024.0,0.18670243266570008,1024.0,-0.8556389818762855,1024.0,-1.3635664454667062,1024.0,-1.3742995523227843,101,12,1
101_29,1024.0,0.09187594909148133,1024.0,0.009838784777033371,1024.0,0.24969107252025946,1024.0,-0.8643950119790453,1024.0,-1.36044159354787,1024.0,-1.3729355636603717,101,12,1
101_3,1024.0,0.4865312340421273,1024.0,0.03098113488956944,1024.0,2.690466830437474,1024.0,-1.0084658941369535,1024.0,-1.2988334373926667,1024.0,-1.380916313193013,101,12,1
101_30,1024.0,0.022006338519089397,1024.0,-0.01547583411422071,1024.0,0.24595948958336855,1024.0,-0.900100467548556,1024.0,-1.3603822071746938,1024.0,-1.3742812181522068,101,12,1
101_31,1024.0,0.06724425634451192,1024.0,-0.038964298076824555,1024.0,0.23402415818485522,1024.0,-0.9142024824847401,1024.0,-1.3389584635640086,1024.0,-1.3757580640082006,101,12,1
101_32,1024.0,0.10722871158229186,1024.0,-0.0412259126182124,1024.0,0.40458513925703654,1024.0,-0.9388210418602978,1024.0,-1.330297020124025,1024.0,-1.3679331896122253,101,12,1
101_33,1024.0,0.17949268479815217,1024.0,0.027680828288193737,1024.0,0.39522786399259413,1024.0,-0.9462842058897736,1024.0,-1.2803538256912121,1024.0,-1.376107931171919,101,12,1
101_34,1024.0,0.1331253172622171,1024.0,0.03387535008401743,1024.0,0.4442401971991403,1024.0,-0.9665090719668736,1024.0,-1.3055494203605873,1024.0,-1.3708155183022046,101,12,1
101_35,1024.0,0.13181411895588102,1024.0,-0.05352468153741352,1024.0,0.5047348736902291,1024.0,-0.9853216474789237,1024.0,-1.3174676040653108,1024.0,-1.371088949931953,101,12,1
101_36,1024.0,0.2997271002226025,1024.0,-0.08978403232310805,1024.0,0.5378503116815154,1024.0,-0.9908170640468623,1024.0,-1.3082741049491597,1024.0,-1.3798754949155352,101,12,1
101_37,1024.0,0.4485014959447473,1024.0,-0.09154362404725314,1024.0,0.5808277419557499,1024.0,-0.9916461000865282,1024.0,-1.2871093976069188,1024.0,-1.3728224538225078,101,12,1
101_38,1024.0,0.6170997871693138,1024.0,-0.12317271996005275,1024.0,0.5378417666111788,1024.0,-1.0145350959591406,1024.0,-1.2860490626146737,1024.0,-1.3923783038788433,101,12,1
101_39,1024.0,0.5484470256491565,1024.0,-0.15482121415322148,1024.0,0.6010828748225898,1024.0,-1.0256411717390526,1024.0,-1.273299743672938,1024.0,-1.3852940330388597,101,12,1
101_4,1024.0,0.38013979835549394,1024.0,-0.049706072184847905,1024.0,2.6087429532697737,1024.0,-0.975405536962787,1024.0,-1.3041392850060982,1024.0,-1.3743695023512166,101,12,1
101_40,1024.0,0.6553887330830146,1024.0,-0.14584838231806563,1024.0,0.6430026562793971,1024.0,-1.0433580489978747,1024.0,-1.2772488936993887,1024.0,-1.3913438091736954,101,12,1
